game_id,team,week,name,pass_type,x,y
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,19.83083119776417,31.733657620754382
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,-10.715682396288228,6.70841137680071
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,8.800031132652274,7.3783489759201775
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,-20.35229030355211,4.944073723095295
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,-1.4338266496525593,2.7200962325277676
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,18.090184439941442,5.660047016871663
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,13.624066772670787,18.564147786369915
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,-7.5547517465917196,21.351486607016454
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,10.974384054302476,-6.152995316351018
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,1.3442962045884008,4.349085005470949
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,-7.290653026379893,7.946364401733106
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,4.593681402292964,5.65934982601651
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,-0.5453806215700034,11.880992667794715
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,-19.410854184554708,13.136470111060994
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,12.372702688666697,0.8336210156006165
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,12.29778274892103,8.79314208623823
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,17.611230926567025,12.920292848924268
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,21.63074897326618,7.042429881450018
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,17.124966388310604,0.13315228832467726
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,-21.990092024301713,10.71622465411287
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,-4.39475202099,5.866339128243906
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,1.5770111315730946,12.367238643345596
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,6.903473589816394,4.544568912814983
2020011101,baltimore-ravens,divisional,Lamar Jackson,COMPLETE,12.013253592354385,22.50914704642184
